cluster,kind,class,method,signature,type,confidence
cash-shop-currency,self-contained,KCurrencyList,Load,"KCurrencyList::Load(unsigned char*, unsigned int)",NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KCurrencyList,Save,"KCurrencyList::Save(unsigned int*, unsigned char*, unsigned int)",NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KCurrencyList,UnInit,KCurrencyList::UnInit(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KCurrencyList,~KCurrencyList,KCurrencyList::~KCurrencyList(),NEW,hard
cash-shop-currency,self-contained,KDiamondManager,CanOperate,KDiamondManager::CanOperate(IItem*),NEW,hard
cash-shop-currency,self-contained,KDiamondManager,ChangeColorDiamond,"KDiamondManager::ChangeColorDiamond(KPlayer*, IItem*, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,ChangeValueToDiamond,"KDiamondManager::ChangeValueToDiamond(KPlayer*, int, unsigned int, std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int>>>&, int)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetActiveSlotAttribute,"KDiamondManager::GetActiveSlotAttribute(IItem*, int, KAttribute*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetDiamondCountByValue,KDiamondManager::GetDiamondCountByValue(int),NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetDiamondUpdateCost,"KDiamondManager::GetDiamondUpdateCost(KPlayer*, IItem*, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetDiamondUpdateRate,"KDiamondManager::GetDiamondUpdateRate(KPlayer*, IItem*, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&, int*, int*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetDiamondUpdateRateSingle,"KDiamondManager::GetDiamondUpdateRateSingle(IItem*, IItem*, int)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetEquipValueForBreak,"KDiamondManager::GetEquipValueForBreak(KPlayer*, IItem*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetQuickUpdateNeedMaterial,"KDiamondManager::GetQuickUpdateNeedMaterial(EDIAMOND_SUB_TYPE, int, int, int*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetQuickUpdateNeedMoney,"KDiamondManager::GetQuickUpdateNeedMoney(EDIAMOND_SUB_TYPE, int, int, int*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetQuickUpdateNeedStamina,"KDiamondManager::GetQuickUpdateNeedStamina(EDIAMOND_SUB_TYPE, int, int, int*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetStrengthEquipCost,"KDiamondManager::GetStrengthEquipCost(KPlayer*, IItem*, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetStrengthEquipSuccessRate,"KDiamondManager::GetStrengthEquipSuccessRate(KPlayer*, IItem*, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetStrengthEquipSuccessRateSingle,"KDiamondManager::GetStrengthEquipSuccessRateSingle(IItem*, IItem*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetStrengthValue,"KDiamondManager::GetStrengthValue(KPlayer*, IItem*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetStrengthValueForUnStrength,"KDiamondManager::GetStrengthValueForUnStrength(KPlayer*, IItem*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetUnStrengthEquipCost,"KDiamondManager::GetUnStrengthEquipCost(KPlayer*, IItem*)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,GetValue2DiamondInfo,KDiamondManager::GetValue2DiamondInfo(int),NEW,hard
cash-shop-currency,self-contained,KDiamondManager,Init,KDiamondManager::Init(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KDiamondManager,MountColorDiamond,"KDiamondManager::MountColorDiamond(KPlayer*, unsigned long, unsigned long, unsigned long, unsigned long)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,MountDiamond,"KDiamondManager::MountDiamond(KPlayer*, unsigned long, unsigned long, unsigned long, unsigned long, int)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,StrengthEquip,"KDiamondManager::StrengthEquip(KPlayer*, unsigned long, unsigned long, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,UnInit,KDiamondManager::UnInit(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KDiamondManager,UnStrengthEquip,"KDiamondManager::UnStrengthEquip(KPlayer*, unsigned long, unsigned long)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,UpdateColorDiamond,"KDiamondManager::UpdateColorDiamond(KPlayer*, IItem*, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&)",NEW,hard
cash-shop-currency,self-contained,KDiamondManager,UpdateDiamond,"KDiamondManager::UpdateDiamond(KPlayer*, IItem*, std::map<unsigned long long, int, std::less<unsigned long long>, KMemory::KAllocator<std::pair<unsigned long long, int>>> const&)",NEW,hard
cash-shop-currency,self-contained,KRewardsBox,ClearWaitPayRewardsInfo,KRewardsBox::ClearWaitPayRewardsInfo(),NEW,hard
cash-shop-currency,self-contained,KRewardsBox,GetWaitPayRewardsInfo,KRewardsBox::GetWaitPayRewardsInfo(),NEW,hard
cash-shop-currency,self-contained,KRewardsBox,Init,KRewardsBox::Init(KPlayer*),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsBox,KRewardsBox,KRewardsBox::KRewardsBox(),NEW,hard
cash-shop-currency,self-contained,KRewardsBox,Load,"KRewardsBox::Load(unsigned char*, unsigned int, unsigned long)",NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsBox,Save,"KRewardsBox::Save(unsigned int*, unsigned char*, unsigned int)",NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsBox,SetWaitPayRewardsInfo,KRewardsBox::SetWaitPayRewardsInfo(KRewardsShopInfo const&),NEW,hard
cash-shop-currency,self-contained,KRewardsBox,UnInit,KRewardsBox::UnInit(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsBox,~KRewardsBox,KRewardsBox::~KRewardsBox(),NEW,hard
cash-shop-currency,self-contained,KRewardsShop,BuyByCoin,"KRewardsShop::BuyByCoin(KPlayer*, unsigned long)",NEW,hard
cash-shop-currency,self-contained,KRewardsShop,BuyByRewards,"KRewardsShop::BuyByRewards(KPlayer*, unsigned long)",NEW,hard
cash-shop-currency,self-contained,KRewardsShop,CanPlayerHaveItem,"KRewardsShop::CanPlayerHaveItem(KPlayer*, unsigned long)",NEW,hard
cash-shop-currency,self-contained,KRewardsShop,GiveItem,"KRewardsShop::GiveItem(KPlayer*, unsigned long, unsigned long, KRewardsShopBuyType)",NEW,hard
cash-shop-currency,self-contained,KRewardsShop,Init,KRewardsShop::Init(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsShop,KRewardsShop,KRewardsShop::KRewardsShop(),NEW,hard
cash-shop-currency,self-contained,KRewardsShop,LuaCanPlayerHaveItem,KRewardsShop::LuaCanPlayerHaveItem(lua_State*),NEW,hard
cash-shop-currency,self-contained,KRewardsShop,LuaGetRewardsShopInfo,KRewardsShop::LuaGetRewardsShopInfo(lua_State*),NEW,hard
cash-shop-currency,self-contained,KRewardsShop,OnBuyByCoinRespond,"KRewardsShop::OnBuyByCoinRespond(KPlayer*, unsigned long, int, int)",NEW,hard
cash-shop-currency,self-contained,KRewardsShop,OnBuyByRewardsRespond,"KRewardsShop::OnBuyByRewardsRespond(KPlayer*, int)",NEW,hard
cash-shop-currency,self-contained,KRewardsShop,UnInit,KRewardsShop::UnInit(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsShop,~KRewardsShop,KRewardsShop::~KRewardsShop(),NEW,hard
cash-shop-currency,self-contained,KRewardsShopSettings,GetRewardsShopInfo,KRewardsShopSettings::GetRewardsShopInfo(unsigned long),NEW,hard
cash-shop-currency,self-contained,KRewardsShopSettings,Init,KRewardsShopSettings::Init(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsShopSettings,KRewardsShopSettings,KRewardsShopSettings::KRewardsShopSettings(),NEW,hard
cash-shop-currency,self-contained,KRewardsShopSettings,LoadRewardsShopInfo,KRewardsShopSettings::LoadRewardsShopInfo(char const*),NEW,hard
cash-shop-currency,self-contained,KRewardsShopSettings,LoadRewardsShopInfoLine,"KRewardsShopSettings::LoadRewardsShopInfoLine(ITabFile*, int, KRewardsShopInfo const&, KRewardsShopInfo*)",NEW,hard
cash-shop-currency,self-contained,KRewardsShopSettings,UnInit,KRewardsShopSettings::UnInit(),NEW,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KRewardsShopSettings,~KRewardsShopSettings,KRewardsShopSettings::~KRewardsShopSettings(),NEW,hard
cash-shop-currency,self-contained,KShop,BuyCoinShopItem,"KShop::BuyCoinShopItem(KPlayer*, KSHOP_BUY_ITEM_PARAM&)",DRIFT,hard
cash-shop-currency,self-contained,KShop,BuyTimeLimitSoldListItem,"KShop::BuyTimeLimitSoldListItem(KPlayer*, KSHOP_BUY_TIME_LIMIT_SOLD_LIST_ITEM_PARAM&)",DRIFT,hard
cash-shop-currency,self-contained,KShop,CallBuyItemScript,"KShop::CallBuyItemScript(KItemProperty const*, KSHOP_BUY_ITEM_PARAM&)",DRIFT,hard
cash-shop-currency,self-contained,KShop,CanReturnItem,"KShop::CanReturnItem(KPlayer*, unsigned long, unsigned long)",DRIFT,hard
cash-shop-currency,self-contained,KShop,GetPlayerAllRepairPrice,KShop::GetPlayerAllRepairPrice(KPlayer*),DRIFT,hard
cash-shop-currency,self-contained,KShop,ReturnItem,"KShop::ReturnItem(KPlayer*, KSHOP_SELL_ITEM_PARAM&)",DRIFT,hard
cash-shop-currency,self-contained,KShopCenter,CheckCoinShop,KShopCenter::CheckCoinShop(KShopCenter::KNPC_SHOP_TEMPLATE*),DRIFT,hard
cash-shop-currency,self-contained,KShopCenter,CreateShop,KShopCenter::CreateShop(unsigned long),DRIFT,hard
cash-shop-currency,self-contained,KShopCenter,DestroyShop,KShopCenter::DestroyShop(unsigned long),DRIFT,hard
cash-shop-currency,self-contained,KShopCenter,GetMentorItemScore,"KShopCenter::GetMentorItemScore(unsigned long, unsigned long)",DRIFT,hard
cash-shop-currency,self-contained,KShopCenter,LoadLine,"KShopCenter::LoadLine(ITabFile*, int)",DRIFT,uncertain(name-elsewhere)
cash-shop-currency,self-contained,KShopCenter,OnBuyCoinShopItem,"KShopCenter::OnBuyCoinShopItem(KPlayer*, int, unsigned long, unsigned long, int, int, int)",DRIFT,hard
cash-shop-currency,self-contained,KShopCenter,SetMentorItemScore,"KShopCenter::SetMentorItemScore(unsigned long, unsigned long, int, int)",DRIFT,hard
cash-shop-currency,self-contained,KTradingBox,FinishTradingCheckSelfItem,KTradingBox::FinishTradingCheckSelfItem(),DRIFT,hard
cash-shop-currency,self-contained,KTradingBox,FinishTradingCheckSelfMoney,KTradingBox::FinishTradingCheckSelfMoney(),DRIFT,hard
cash-shop-currency,self-contained,KTradingBox,GetGridItem,KTradingBox::GetGridItem(unsigned long),DRIFT,hard
cash-shop-currency,self-contained,KTradingBox,IsBindItemLimitTradeToOther,KTradingBox::IsBindItemLimitTradeToOther(IItem*),DRIFT,hard
regression,self-contained,KRegressionManager,CheckRegressionReward,KRegressionManager::CheckRegressionReward(),NEW,hard
regression,self-contained,KRegressionManager,GetRegressionFinishedTime,KRegressionManager::GetRegressionFinishedTime(long),NEW,hard
regression,self-contained,KRegressionManager,GetRewardGradeID,KRegressionManager::GetRewardGradeID(long),NEW,hard
regression,self-contained,KRegressionManager,GetRewardInfo,KRegressionManager::GetRewardInfo(int),NEW,hard
regression,self-contained,KRegressionManager,GetRewardItemInfo,"KRegressionManager::GetRewardItemInfo(int, int)",NEW,hard
regression,self-contained,KRegressionManager,Init,KRegressionManager::Init(),NEW,uncertain(name-elsewhere)
regression,self-contained,KRegressionManager,IsCrossDays,"KRegressionManager::IsCrossDays(long, long)",NEW,hard
regression,self-contained,KRegressionManager,KRegressionManager,KRegressionManager::KRegressionManager(),NEW,hard
regression,self-contained,KRegressionManager,LoadConstList,KRegressionManager::LoadConstList(),NEW,hard
regression,self-contained,KRegressionManager,LoadRegressionReward,KRegressionManager::LoadRegressionReward(),NEW,hard
regression,self-contained,KRegressionManager,UnInit,KRegressionManager::UnInit(),NEW,uncertain(name-elsewhere)
regression,self-contained,KRegressionManager,~KRegressionManager,KRegressionManager::~KRegressionManager(),NEW,hard
regression,self-contained,KRegressionPlayerData,AddRewardItem,"KRegressionPlayerData::AddRewardItem(int, int, unsigned long)",NEW,hard
regression,self-contained,KRegressionPlayerData,Calculate,"KRegressionPlayerData::Calculate(long, long)",NEW,hard
regression,self-contained,KRegressionPlayerData,CallAddRewardItemScript,"KRegressionPlayerData::CallAddRewardItemScript(unsigned long, unsigned long, int)",NEW,hard
regression,self-contained,KRegressionPlayerData,GetItemMark,KRegressionPlayerData::GetItemMark(int),NEW,hard
regression,self-contained,KRegressionPlayerData,Init,KRegressionPlayerData::Init(KPlayer*),NEW,uncertain(name-elsewhere)
